Calcite version,ID,file,Version-ID,Bug,SM_interface_nod_stdev,SM_enum_dloc_stdev,SM_enum_cloc_stdev,SM_enum_tcloc_stdev,SM_enum_npa_stdev,SM_enum_nlpa_stdev,SM_enum_nla_stdev,SM_enum_na_stdev,SM_enum_tnlpa_stdev,SM_enum_tnpa_stdev,SM_enum_tna_stdev,SM_enum_tnla_stdev,SM_interface_cboi_stdev,SM_enum_ad_generalized_entropy,SM_enum_ad_atkinson,SM_enum_ad_theil,SM_method_cco_min,SM_method_ci_min,SM_method_cco_median,SM_method_ccl_min,SM_enum_cco_min,SM_method_ci_median,SM_method_cco_avg,SM_enum_cboi_stdev,SM_enum_ci_min,SM_interface_noc_stdev,SM_enum_pua_stdev,SM_enum_nlg_stdev,SM_enum_ng_stdev,SM_enum_cco_median
1.4.0,120.0,core/src/main/java/org/apache/calcite/util/Util.java,1.4.0-120,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105263157894736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4.0,133.0,avatica-server/src/main/java/org/apache/calcite/avatica/jdbc/JdbcMeta.java,1.4.0-133,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.327272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4.0,137.0,avatica/src/main/java/org/apache/calcite/avatica/AvaticaUtils.java,1.4.0-137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4.0,139.0,linq4j/src/main/java/org/apache/calcite/linq4j/EnumerableDefaults.java,1.4.0-139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20242914979757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4.0,225.0,core/src/main/java/org/apache/calcite/sql/type/SqlTypeName.java,1.4.0-225,0.0,0.0,78.0,104.0,109.5,23.0,23.0,26.0,26.0,26.0,26.0,29.0,29.0,0.0,0.0232967903575982,0.0116144739012385,0.0231381724146452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,3.0,4.5,4.5,0.0
1.4.0,226.0,core/src/main/java/org/apache/calcite/rel/rules/JoinProjectTransposeRule.java,1.4.0-226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4.0,661.0,core/src/main/java/org/apache/calcite/rel/metadata/RelMdPredicates.java,1.4.0-661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4.0,672.0,core/src/main/java/org/apache/calcite/schema/Schemas.java,1.4.0-672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4.0,678.0,core/src/main/java/org/apache/calcite/plan/RelOptTable.java,1.4.0-678,0.0,3.2659863237109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4173340899937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.942809041582063,0.0,0.0,0.0,0.0
1.4.0,808.0,avatica/src/main/java/org/apache/calcite/avatica/remote/Service.java,1.4.0-808,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1.4.0,872.0,core/src/main/java/org/apache/calcite/sql/validate/SqlMonotonicity.java,1.4.0-872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,6.0
1.4.0,919.0,core/src/main/java/org/apache/calcite/rel/rules/AggregateExpandDistinctAggregatesRule.java,1.4.0-919,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4.0,933.0,core/src/main/java/org/apache/calcite/util/mapping/Mappings.java,1.4.0-933,0.0,1.22474487139158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7388022271607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0847457627118644,0.0,0.0,1.4790199457749,0.0,0.0,0.0,0.0
1.4.0,944.0,core/src/main/java/org/apache/calcite/plan/SubstitutionVisitor.java,1.4.0-944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0621468926553672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4.0,946.0,core/src/main/java/org/apache/calcite/sql/SqlSplittableAggFunction.java,1.4.0-946,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.4.0,948.0,core/src/main/java/org/apache/calcite/rel/metadata/RelMdColumnUniqueness.java,1.4.0-948,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4.0,955.0,core/src/main/java/org/apache/calcite/jdbc/CalcitePrepare.java,1.4.0-955,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.56637297521077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1.4.0,964.0,core/src/main/java/org/apache/calcite/tools/RelBuilder.java,1.4.0-964,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41421356237309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4.0,989.0,core/src/main/java/org/apache/calcite/sql/validate/SqlValidatorImpl.java,1.4.0-989,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.219101123595505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4.0,1022.0,core/src/main/java/org/apache/calcite/rel/RelFieldCollation.java,1.4.0-1022,0.0,0.0,13.0,13.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,1.0,0.0,0.0,0.0,0.0,0.0,3.0
1.4.0,1034.0,core/src/main/java/org/apache/calcite/interpreter/Bindables.java,1.4.0-1034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229729729729729,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4.0,1069.0,core/src/main/java/org/apache/calcite/rex/RexCall.java,1.4.0-1069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4.0,1086.0,core/src/main/java/org/apache/calcite/adapter/jdbc/JdbcRules.java,1.4.0-1086,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155844155844155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4.0,1099.0,core/src/main/java/org/apache/calcite/rex/RexUtil.java,1.4.0-1099,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4.0,1106.0,core/src/main/java/org/apache/calcite/sql2rel/SqlToRelConverter.java,1.4.0-1106,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4.0,1119.0,core/src/main/java/org/apache/calcite/plan/RelOptUtil.java,1.4.0-1119,1.0,0.0,6.94422221866655,6.94422221866655,6.94422221866655,0.816496580927725,0.816496580927725,0.816496580927725,0.816496580927725,0.816496580927725,0.816496580927725,0.816496580927725,0.816496580927725,0.0,0.0460174676504697,0.0228763833671746,0.0436921206819655,0.0,0.0,0.0,0.0,0.0,0.0,0.294117647058823,1.24721912892464,0.0,0.0,0.471404520791031,0.0,0.0,0.0
1.4.0,1125.0,core/src/main/java/org/apache/calcite/rel/type/RelDataTypeFactory.java,1.4.0-1125,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1.5.0,15.0,core/src/main/java/org/apache/calcite/plan/RelOptPlanner.java,1.5.0-15,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,58.0,core/src/main/java/org/apache/calcite/rex/RexBuilder.java,1.5.0-58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,62.0,core/src/main/java/org/apache/calcite/plan/SubstitutionVisitor.java,1.5.0-62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,93.0,core/src/main/java/org/apache/calcite/adapter/jdbc/JdbcRules.java,1.5.0-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155844155844155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,97.0,linq4j/src/main/java/org/apache/calcite/linq4j/tree/Primitive.java,1.5.0-97,0.0,0.0,81.0,92.5,97.5,8.0,8.0,9.5,9.5,9.5,9.5,11.0,11.0,0.0,8.88952689728217e-05,4.44471405884883e-05,8.88929640975901e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.25423728813559,18.5,0.0,0.0,0.5,0.0,0.0,125.5
1.5.0,116.0,core/src/main/java/org/apache/calcite/plan/RelOptTable.java,1.5.0-116,0.0,3.2659863237109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8094638358646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.942809041582063,0.0,0.0,0.0,0.0
1.5.0,140.0,core/src/main/java/org/apache/calcite/runtime/FlatLists.java,1.5.0-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516129032258064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,177.0,core/src/main/java/org/apache/calcite/tools/RelBuilder.java,1.5.0-177,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169491525423728,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1.5.0,180.0,core/src/main/java/org/apache/calcite/rel/rules/AggregateExpandDistinctAggregatesRule.java,1.5.0-180,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.470588235294117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,209.0,avatica/src/main/java/org/apache/calcite/avatica/AvaticaParameter.java,1.5.0-209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,210.0,avatica/src/main/java/org/apache/calcite/avatica/AvaticaUtils.java,1.5.0-210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,214.0,avatica/src/main/java/org/apache/calcite/avatica/ConnectionPropertiesImpl.java,1.5.0-214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,230.0,core/src/main/java/org/apache/calcite/sql/type/SqlTypeName.java,1.5.0-230,0.0,0.0,78.0,104.0,109.5,23.0,23.0,26.0,26.0,26.0,26.0,29.0,29.0,0.0,0.0232967903575982,0.0116144739012385,0.0231381724146452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5,0.0,0.0,3.0,4.5,4.5,0.0
1.5.0,325.0,core/src/main/java/org/apache/calcite/sql/SqlWriter.java,1.5.0-325,0.0,1.24721912892464,50.5,50.5,50.5,8.5,8.5,9.0,9.0,8.5,8.5,9.0,9.0,28.5929284186764,0.057605761386045,0.0285954792089683,0.0566330122651324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.471404520791031,1.0,0.5,0.5,0.0
1.5.0,651.0,piglet/src/main/java/org/apache/calcite/piglet/Ast.java,1.5.0-651,1.0,0.0,2.0,2.0,2.0,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0697674418604651,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,652.0,piglet/src/main/java/org/apache/calcite/piglet/Handler.java,1.5.0-652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,659.0,core/src/main/java/org/apache/calcite/plan/RexImplicationChecker.java,1.5.0-659,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,661.0,core/src/main/java/org/apache/calcite/adapter/clone/ArrayTable.java,1.5.0-661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,668.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableRelImplementor.java,1.5.0-668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,669.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableTableScan.java,1.5.0-669,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,674.0,core/src/main/java/org/apache/calcite/rel/rules/ReduceExpressionsRule.java,1.5.0-674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,675.0,avatica/src/main/java/org/apache/calcite/avatica/util/ArrayImpl.java,1.5.0-675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,683.0,core/src/main/java/org/apache/calcite/rel/core/RelFactories.java,1.5.0-683,0.0,0.415739709641549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.02054097073069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415739709641549,0.0,0.0,0.0,0.0
1.5.0,699.0,core/src/main/java/org/apache/calcite/rel/rules/LoptOptimizeJoinRule.java,1.5.0-699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,749.0,avatica/src/main/java/org/apache/calcite/avatica/util/Cursor.java,1.5.0-749,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,781.0,core/src/main/java/org/apache/calcite/jdbc/CalcitePrepare.java,1.5.0-781,0.0,0.433012701892219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.347903928532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1.5.0,782.0,core/src/main/java/org/apache/calcite/plan/RelOptUtil.java,1.5.0-782,1.0,0.0,6.94422221866655,6.94422221866655,6.94422221866655,0.816496580927725,0.816496580927725,0.816496580927725,0.816496580927725,0.816496580927725,0.816496580927725,0.816496580927725,0.816496580927725,0.0,0.0460174676504697,0.0228763833671746,0.0436921206819655,0.0,0.0,0.0,0.0,0.0,0.0,0.478260869565217,1.24721912892464,0.0,0.0,0.471404520791031,0.0,0.0,0.0
1.5.0,787.0,core/src/main/java/org/apache/calcite/util/ImmutableBitSet.java,1.5.0-787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177215189873417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,830.0,core/src/main/java/org/apache/calcite/prepare/Prepare.java,1.5.0-830,0.0,0.471404520791031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.90668171555644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,832.0,core/src/main/java/org/apache/calcite/util/graph/DirectedGraph.java,1.5.0-832,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1.5.0,907.0,avatica/src/main/java/org/apache/calcite/avatica/AvaticaSeverity.java,1.5.0-907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,10.0,0.5,2.5,0.0,2.0,0.0,0.0,0.0,0.0,10.0
1.5.0,921.0,core/src/main/java/org/apache/calcite/rex/RexUtil.java,1.5.0-921,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51639344262295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,941.0,core/src/main/java/org/apache/calcite/adapter/enumerable/RexToLixTranslator.java,1.5.0-941,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,966.0,avatica/src/main/java/org/apache/calcite/avatica/util/AbstractCursor.java,1.5.0-966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121212121212121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,985.0,core/src/main/java/org/apache/calcite/rel/metadata/RelMdColumnUniqueness.java,1.5.0-985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,990.0,core/src/main/java/org/apache/calcite/jdbc/CalciteSchema.java,1.5.0-990,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103896103896103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,1043.0,core/src/main/java/org/apache/calcite/rel/metadata/RelMdUtil.java,1.5.0-1043,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,1044.0,avatica/src/main/java/org/apache/calcite/avatica/ColumnMetaData.java,1.5.0-1044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,9.24242424242424,0.0,1.0,0.0,0.0,0.0,0.0,6.0
1.5.0,1048.0,linq4j/src/main/java/org/apache/calcite/linq4j/EnumerableDefaults.java,1.5.0-1048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.365853658536585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,1059.0,core/src/main/java/org/apache/calcite/adapter/enumerable/JavaRowFormat.java,1.5.0-1059,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11022302462515e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,1080.0,avatica-server/src/main/java/org/apache/calcite/avatica/jdbc/JdbcMeta.java,1.5.0-1080,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.310344827586206,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,1083.0,avatica/src/main/java/org/apache/calcite/avatica/AvaticaConnection.java,1.5.0-1083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,1084.0,avatica/src/main/java/org/apache/calcite/avatica/AvaticaDatabaseMetaData.java,1.5.0-1084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.744186046511627,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,1090.0,avatica/src/main/java/org/apache/calcite/avatica/Meta.java,1.5.0-1090,1.0,1.11803398874989,10.6144555520604,10.6144555520604,10.6144555520604,2.86744175568087,2.86744175568087,2.86744175568087,2.86744175568087,2.86744175568087,2.86744175568087,2.86744175568087,2.86744175568087,34.30287888793,0.0683545445722285,0.0338852508008845,0.0689195245442153,0.0,0.0,0.0,0.0,0.0,0.0,1.54128440366972,4.78423336480244,0.0,0.707106781186547,0.471404520791031,0.942809041582063,0.942809041582063,0.0
1.5.0,1095.0,avatica/src/main/java/org/apache/calcite/avatica/QueryState.java,1.5.0-1095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5.0,1104.0,avatica/src/main/java/org/apache/calcite/avatica/remote/MetaDataOperation.java,1.5.0-1104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,26.0,250.5,10.0,501.0,27.5,250.5,0.0,55.0,0.0,0.0,0.0,0.0,501.0
1.5.0,1107.0,avatica/src/main/java/org/apache/calcite/avatica/remote/RemoteMeta.java,1.5.0-1107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
